3,5,64,96,0.0008154870000000002,0.0007936079999999977
4,5,64,96,0.0008605649999999972,0.0009749589999999975
3,8,64,96,0.0008608989999999983,0.0009707990000000014
4,8,64,96,0.000983201999999999,0.000786402999999998
5,8,64,96,0.0009971650000000012,0.0008044820000000022
6,8,64,96,0.000983702999999999,0.0007568270000000016
7,8,64,96,0.0009598650000000007,0.0008997879999999986
4,10,64,96,0.0009997600000000023,0.0007959270000000018
5,10,64,96,0.0009755750000000028,0.0009158559999999996
6,10,64,96,0.0008557369999999988,0.0009788879999999972
8,10,64,96,0.0009415470000000009,0.0007956839999999979
9,10,64,96,0.000924409999999997,0.0007890140000000011
4,13,64,96,0.0009443170000000001,0.0007756309999999988
6,13,64,96,0.0010147330000000038,0.0009856940000000022
7,13,64,96,0.0010032160000000012,0.0009910249999999995
10,13,64,96,0.0011728109999999993,0.0008299010000000009
11,13,64,96,0.0012358119999999993,0.0015488520000000033
12,13,64,96,0.001052789999999998,0.0009925260000000005
5,15,64,96,0.0009841800000000012,0.0008481720000000012
7,15,64,96,0.0010260640000000001,0.000895369
8,15,64,96,0.0011273789999999978,0.000993479999999998
11,15,64,96,0.0011580139999999989,0.0009393100000000057
13,15,64,96,0.0010293879999999991,0.0008229719999999982
14,15,64,96,0.001028475000000001,0.0007697560000000034
2,5,128,96,0.0008855489999999994,0.0008019039999999991
3,5,128,96,0.0010043199999999995,0.0009100169999999991
4,5,128,96,0.0008762609999999997,0.0010232329999999984
3,8,128,96,0.000974972000000001,0.000978026
4,8,128,96,0.000951594,0.0008790230000000031
5,8,128,96,0.0009869389999999992,0.0009681919999999997
6,8,128,96,0.0009657659999999998,0.0008374389999999989
7,8,128,96,0.000958469,0.0010405520000000001
4,10,128,96,0.0011011099999999954,0.0008336670000000032
5,10,128,96,0.0010259749999999984,0.0008153779999999985
6,10,128,96,0.0010196300000000005,0.0008361789999999994
8,10,128,96,0.0010218879999999986,0.0009319799999999989
9,10,128,96,0.0010122249999999985,0.0008558190000000007
4,13,128,96,0.0008972760000000024,0.0008172549999999959
6,13,128,96,0.0009271520000000005,0.0008439779999999952
7,13,128,96,0.001005871000000002,0.0007993050000000002
10,13,128,96,0.0010770060000000019,0.0008708610000000006
11,13,128,96,0.0008886190000000002,0.0008123199999999983
12,13,128,96,0.0010256049999999989,0.0008829830000000004
5,15,128,96,0.0010770750000000003,0.0008369920000000017
